1	1.0013201834862386
2	1.002384747706422
3	0.997990252293578
4	1.0002052752293578
5	1.0023582568807339
6	0.998855504587156
7	0.9982561926605504
8	0.9983311926605505
9	1.0001211009174311
10	1.0033009174311927
11	1.0015894495412845
12	0.9999201834862386
13	1.0008435779816514
14	0.9994142201834862
15	1.0012621559633028
16	1.0014201834862386
17	1.0022705275229358
18	1.0018729357798166
19	1.0002293577981651
20	1.0010286697247706
21	1.0001342374123792
27	1.0227130388967791
30	1.035137444449535
49	0.9991938883034773
60	1.0034591331836715
94	1.0065192193155266
96	0.9991897649699913
111	0.9956291519677464
113	0.9997631373986348
124	0.9994779401658497
138	0.9971617721171027
139	1.0022588995281074
149	1.000249003527741
189	0.9986459430979979
